FlyBase_FBgn	FlyBase_FBtr	FlyBase_FBpp
FBgn0000577	FBtr0088096	FBpp0087198
FBgn0000578	FBtr0086582	FBpp0085766
FBgn0000578	FBtr0086583	FBpp0085767
FBgn0000578	FBtr0086584	FBpp0085768
FBgn0000578	FBtr0100174	FBpp0099530
FBgn0000578	FBtr0100176	FBpp0099532
FBgn0000578	FBtr0114623	FBpp0113115
FBgn0000578	FBtr0340450	FBpp0309392
FBgn0000579	FBtr0077905	FBpp0077571
FBgn0000579	FBtr0077906	FBpp0077572
FBgn0000579	FBtr0077907	FBpp0077573
FBgn0000579	FBtr0077908	FBpp0077574
FBgn0000579	FBtr0077909	FBpp0077575
FBgn0000579	FBtr0302115	FBpp0291325
FBgn0000581	FBtr0088139	FBpp0087238
FBgn0000581	FBtr0088140	FBpp0087239
FBgn0000581	FBtr0330621	FBpp0303471
FBgn0000581	FBtr0330622	FBpp0303472
FBgn0000581	FBtr0330623	FBpp0303473
FBgn0000588	FBtr0080325	FBpp0079907
FBgn0000591	FBtr0084961	FBpp0084335
FBgn0000592	FBtr0076003	FBpp0075735
FBgn0000592	FBtr0333383	FBpp0305575
FBgn0000594	FBtr0076004	FBpp0075736
FBgn0000606	FBtr0088390	FBpp0087478
FBgn0000611	FBtr0074135	FBpp0073940
FBgn0000611	FBtr0074137	FBpp0073942
FBgn0000611	FBtr0333322	FBpp0305514
FBgn0000611	FBtr0333323	FBpp0305515
FBgn0000615	FBtr0086242	FBpp0085555
FBgn0000615	FBtr0086243	FBpp0085556
FBgn0000615	FBtr0086244	FBpp0085557
FBgn0000615	FBtr0302285	FBpp0291491
FBgn0000617	FBtr0074463	FBpp0074237
FBgn0000618	FBtr0073540	FBpp0073385
FBgn0000625	FBtr0075979	FBpp0075711
FBgn0000625	FBtr0100170	FBpp0099525
FBgn0000625	FBtr0339921	FBpp0308953
FBgn0000629	FBtr0076279	FBpp0076008
FBgn0000629	FBtr0273338	FBpp0271846
FBgn0000629	FBtr0334067	FBpp0306192
FBgn0000633	FBtr0087625	FBpp0086751
FBgn0000633	FBtr0339940	FBpp0308965
FBgn0000635	FBtr0070665	FBpp0070633
FBgn0000635	FBtr0070666	FBpp0070634
FBgn0000635	FBtr0070667	FBpp0070635
FBgn0000635	FBtr0336882	FBpp0307830
FBgn0000635	FBtr0336884	FBpp0307832
FBgn0000635	FBtr0343523	FBpp0310127
FBgn0000635	FBtr0343524	FBpp0310128
FBgn0000636	FBtr0081051	FBpp0080604
FBgn0000636	FBtr0081052	FBpp0080605
FBgn0000636	FBtr0112804	FBpp0111716
FBgn0000636	FBtr0112805	FBpp0111717
FBgn0000636	FBtr0301391	FBpp0290605
FBgn0000636	FBtr0340580	FBpp0309467
FBgn0000636	FBtr0344782	FBpp0311111
FBgn0000639	FBtr0075749	FBpp0075491
FBgn0000639	FBtr0075750	FBpp0075492
FBgn0000639	FBtr0339515	FBpp0308598
FBgn0000640	FBtr0079808	FBpp0079408
FBgn0000640	FBtr0343428	FBpp0310073
FBgn0000640	FBtr0343429	FBpp0310074
FBgn0000644	FBtr0070542	FBpp0070517
FBgn0000658	FBtr0086754	FBpp0085933
FBgn0000659	FBtr0085321	FBpp0084690
FBgn0000659	FBtr0300259	FBpp0289487
FBgn0000659	FBtr0330333	FBpp0303365
FBgn0000659	FBtr0345227	FBpp0311419
FBgn0000659	FBtr0346765	FBpp0312360
FBgn0000662	FBtr0087647	FBpp0086773
FBgn0000662	FBtr0087648	FBpp0086774
FBgn0000662	FBtr0304696	FBpp0293239
FBgn0000662	FBtr0304697	FBpp0293240
FBgn0000667	FBtr0070343	FBpp0070329
FBgn0000667	FBtr0070344	FBpp0070330
FBgn0000667	FBtr0070345	FBpp0070331
FBgn0000667	FBtr0303048	FBpp0292167
FBgn0000667	FBtr0310657	FBpp0302777
FBgn0000667	FBtr0310658	FBpp0302778
FBgn0000667	FBtr0310659	FBpp0302779
FBgn0000667	FBtr0333801	FBpp0305935
FBgn0000667	FBtr0333802	FBpp0305936
FBgn0000709	FBtr0077192	FBpp0076893
FBgn0000711	FBtr0071446	FBpp0071381
FBgn0000711	FBtr0071447	FBpp0071382
FBgn0000711	FBtr0333305	FBpp0305497
FBgn0000711	FBtr0474146	FBpp0423145
FBgn0000715	FBtr0088383	FBpp0087471
FBgn0000719	FBtr0077342	FBpp0077034
FBgn0000719	FBtr0100538	FBpp0099983
FBgn0000719	FBtr0333179	FBpp0305381
FBgn0000719	FBtr0333180	FBpp0305382
FBgn0000719	FBtr0333181	FBpp0305383
FBgn0000719	FBtr0333182	FBpp0305384
FBgn0000721	FBtr0089304	FBpp0088350
FBgn0000721	FBtr0089306	FBpp0088352
FBgn0000721	FBtr0089307	FBpp0088353
FBgn0000721	FBtr0089308	FBpp0088354
FBgn0000721	FBtr0089309	FBpp0088924
FBgn0000721	FBtr0089310	FBpp0088922
FBgn0000721	FBtr0089312	FBpp0088923
FBgn0000721	FBtr0100363	FBpp0099769
FBgn0000721	FBtr0301399	FBpp0290613
FBgn0000721	FBtr0446099	FBpp0402801
FBgn0000721	FBtr0473363	FBpp0422967
FBgn0000721	FBtr0473364	FBpp0422968
FBgn0000721	FBtr0473365	FBpp0422969
FBgn0000723	FBtr0082051	FBpp0081529
FBgn0000723	FBtr0082052	FBpp0081530
FBgn0000723	FBtr0082053	FBpp0081531
FBgn0000723	FBtr0082054	FBpp0081532
FBgn0000723	FBtr0333295	FBpp0305490
FBgn0000723	FBtr0333296	FBpp0305491
FBgn0000723	FBtr0479757	FBpp0428100
FBgn0000808	FBtr0332308	FBpp0304587
FBgn0000808	FBtr0332309	FBpp0304588
FBgn0000808	FBtr0332310	FBpp0304589
FBgn0000808	FBtr0347416	FBpp0312566
FBgn0000810	FBtr0070396	FBpp0070380
FBgn0000826	FBtr0070234	FBpp0070225
FBgn0000927	FBtr0070485	FBpp0070463
FBgn0000928	FBtr0070484	FBpp0070462
FBgn0000964	FBtr0301669	FBpp0290883
FBgn0000964	FBtr0329891	FBpp0302925
FBgn0000996	FBtr0087387	FBpp0086519
FBgn0000996	FBtr0339999	FBpp0309018
FBgn0001075	FBtr0077478	FBpp0077167
FBgn0001077	FBtr0081625	FBpp0081139
FBgn0001078	FBtr0075086	FBpp0074853
FBgn0001078	FBtr0075087	FBpp0074854
FBgn0001078	FBtr0304627	FBpp0293169
FBgn0001078	FBtr0347045	FBpp0312453
FBgn0001079	FBtr0074602	FBpp0074373
FBgn0001083	FBtr0073580	FBpp0073424
FBgn0001083	FBtr0112806	FBpp0111718
FBgn0001083	FBtr0342733	FBpp0309601
FBgn0001084	FBtr0079712	FBpp0079317
FBgn0001084	FBtr0331992	FBpp0304314
FBgn0001085	FBtr0075743	FBpp0075485
FBgn0001085	FBtr0330102	FBpp0303135
FBgn0001086	FBtr0080833	FBpp0080391
FBgn0001087	FBtr0073842	FBpp0073673
FBgn0001087	FBtr0331709	FBpp0304098
FBgn0001087	FBtr0331710	FBpp0304099
FBgn0001089	FBtr0079230	FBpp0078861
FBgn0001089	FBtr0332603	FBpp0304852
FBgn0001090	FBtr0074656	FBpp0074427
FBgn0001090	FBtr0074657	FBpp0074428
FBgn0001090	FBtr0074658	FBpp0074429
FBgn0001090	FBtr0074659	FBpp0074430
FBgn0001091	FBtr0088903	FBpp0087977
FBgn0001091	FBtr0100479	FBpp0099914
FBgn0001092	FBtr0074112	FBpp0073922
FBgn0001092	FBtr0332618	FBpp0304864
FBgn0001098	FBtr0089496	FBpp0088496
FBgn0001098	FBtr0089497	FBpp0088990
FBgn0001098	FBtr0089498	FBpp0088988
FBgn0001098	FBtr0335205	FBpp0307192
FBgn0001099	FBtr0091757	FBpp0075305
FBgn0001099	FBtr0334082	FBpp0306207
FBgn0001099	FBtr0346516	FBpp0312134
FBgn0001104	FBtr0076934	FBpp0076643
FBgn0001105	FBtr0074107	FBpp0073921
FBgn0001105	FBtr0074108	FBpp0089182
FBgn0001105	FBtr0074110	FBpp0089184
FBgn0001105	FBtr0074111	FBpp0089185
FBgn0001105	FBtr0331597	FBpp0303987
FBgn0001105	FBtr0346794	FBpp0312372
FBgn0001108	FBtr0075756	FBpp0075498
FBgn0001112	FBtr0081596	FBpp0081114
FBgn0001112	FBtr0472596	FBpp0422604
FBgn0001114	FBtr0079727	FBpp0079331
FBgn0001114	FBtr0307091	FBpp0297934
FBgn0001120	FBtr0075697	FBpp0075447
FBgn0001122	FBtr0088264	FBpp0087359
FBgn0001122	FBtr0088265	FBpp0087360
FBgn0001122	FBtr0088266	FBpp0087361
FBgn0001122	FBtr0088267	FBpp0087362
FBgn0001122	FBtr0088268	FBpp0087363
FBgn0001122	FBtr0088269	FBpp0087364
FBgn0001122	FBtr0088270	FBpp0087365
FBgn0001122	FBtr0088271	FBpp0089315
FBgn0001122	FBtr0088272	FBpp0089316
FBgn0001122	FBtr0333064	FBpp0305278
FBgn0001123	FBtr0072142	FBpp0072051
FBgn0001123	FBtr0072143	FBpp0072052
FBgn0001123	FBtr0072144	FBpp0072053
FBgn0001123	FBtr0301411	FBpp0290625
FBgn0001123	FBtr0343279	FBpp0309944
FBgn0001124	FBtr0087231	FBpp0086370
FBgn0001124	FBtr0087232	FBpp0086371
FBgn0001125	FBtr0077867	FBpp0077536
FBgn0001125	FBtr0077868	FBpp0077537
FBgn0001128	FBtr0079146	FBpp0078777
FBgn0001128	FBtr0079147	FBpp0078778
FBgn0001128	FBtr0079148	FBpp0078779
FBgn0001128	FBtr0333228	FBpp0305430
FBgn0001128	FBtr0333229	FBpp0305431
FBgn0001128	FBtr0333230	FBpp0305432
FBgn0001133	FBtr0071548	FBpp0071477
FBgn0001134	FBtr0075139	FBpp0074905
FBgn0001137	FBtr0079708	FBpp0079313
FBgn0001138	FBtr0081808	FBpp0081304
FBgn0001138	FBtr0300040	FBpp0289317
FBgn0001138	FBtr0330188	FBpp0303221
FBgn0001139	FBtr0084962	FBpp0084336
FBgn0001139	FBtr0084963	FBpp0084337
FBgn0001139	FBtr0084964	FBpp0084338
FBgn0001139	FBtr0084965	FBpp0084339
FBgn0001139	FBtr0084966	FBpp0089115
FBgn0001139	FBtr0302951	FBpp0292077
FBgn0001139	FBtr0302952	FBpp0292078
FBgn0001139	FBtr0305047	FBpp0293584
FBgn0001139	FBtr0337057	FBpp0307986
FBgn0001139	FBtr0339900	FBpp0308932
FBgn0001142	FBtr0078114	FBpp0077773
FBgn0001142	FBtr0078115	FBpp0077774
FBgn0001142	FBtr0300568	FBpp0289795
FBgn0001145	FBtr0073494	FBpp0073344
FBgn0001145	FBtr0073495	FBpp0073345
FBgn0001145	FBtr0073496	FBpp0089332
FBgn0001145	FBtr0343561	FBpp0310162
FBgn0001145	FBtr0343562	FBpp0310163
FBgn0001145	FBtr0343563	FBpp0310164
FBgn0001147	FBtr0072461	FBpp0072363
FBgn0001148	FBtr0072444	FBpp0072349
FBgn0001149	FBtr0082607	FBpp0082077
FBgn0001149	FBtr0100410	FBpp0099824
FBgn0001150	FBtr0070460	FBpp0070444
FBgn0001168	FBtr0076569	FBpp0076296
FBgn0001168	FBtr0100153	FBpp0099504
FBgn0001169	FBtr0083914	FBpp0083322
FBgn0001169	FBtr0083915	FBpp0083323
FBgn0001169	FBtr0083916	FBpp0083324
FBgn0001169	FBtr0083917	FBpp0083325
FBgn0001170	FBtr0079227	FBpp0078858
FBgn0001174	FBtr0114554	FBpp0113046
FBgn0001179	FBtr0076253	FBpp0075982
FBgn0001179	FBtr0114599	FBpp0113091
FBgn0001180	FBtr0081950	FBpp0081431
FBgn0001180	FBtr0081951	FBpp0081432
FBgn0001185	FBtr0080883	FBpp0080440
FBgn0001185	FBtr0335138	FBpp0307137
FBgn0001186	FBtr0071361	FBpp0071296
FBgn0001186	FBtr0071362	FBpp0071297
FBgn0001186	FBtr0333335	FBpp0305527
FBgn0001187	FBtr0087399	FBpp0086530
FBgn0001189	FBtr0070270	FBpp0070260
FBgn0001189	FBtr0333115	FBpp0305326
FBgn0001197	FBtr0085062	FBpp0084434
FBgn0001197	FBtr0334311	FBpp0306426
FBgn0001202	FBtr0081180	FBpp0080722
FBgn0001206	FBtr0071511	FBpp0071440
FBgn0001208	FBtr0076811	FBpp0076523
FBgn0001208	FBtr0100225	FBpp0099602
FBgn0001208	FBtr0334645	FBpp0306707
FBgn0001208	FBtr0334646	FBpp0306708
FBgn0001215	FBtr0085298	FBpp0084667
FBgn0001215	FBtr0085299	FBpp0084668
FBgn0001215	FBtr0085300	FBpp0084669
FBgn0001215	FBtr0085301	FBpp0084670
FBgn0001215	FBtr0085302	FBpp0084671
FBgn0001215	FBtr0085303	FBpp0084672
FBgn0001216	FBtr0075761	FBpp0075503
FBgn0001216	FBtr0075762	FBpp0075504
FBgn0001216	FBtr0075763	FBpp0075505
FBgn0001217	FBtr0082707	FBpp0082175
FBgn0001218	FBtr0073608	FBpp0073445
FBgn0001218	FBtr0073609	FBpp0073446
FBgn0001218	FBtr0073610	FBpp0073447
FBgn0001218	FBtr0073611	FBpp0073448
FBgn0001218	FBtr0345166	FBpp0311376
FBgn0001220	FBtr0087568	FBpp0086694
FBgn0001220	FBtr0339969	FBpp0308990
FBgn0001222	FBtr0086782	FBpp0085961
FBgn0001222	FBtr0110964	FBpp0110264
FBgn0001222	FBtr0110965	FBpp0110265
FBgn0001222	FBtr0110966	FBpp0110266
FBgn0001223	FBtr0100558	FBpp0100010
FBgn0001223	FBtr0100559	FBpp0100011
FBgn0001224	FBtr0076453	FBpp0076181
FBgn0001224	FBtr0309504	FBpp0301282
FBgn0001225	FBtr0076496	FBpp0076224
FBgn0001225	FBtr0346539	FBpp0312157
FBgn0001226	FBtr0076454	FBpp0076182
FBgn0001226	FBtr0346541	FBpp0312159
FBgn0001227	FBtr0076495	FBpp0076223
FBgn0001228	FBtr0100653	FBpp0100114
FBgn0001228	FBtr0100655	FBpp0100115
FBgn0001228	FBtr0303473	FBpp0292525
FBgn0001228	FBtr0303474	FBpp0292526
FBgn0001229	FBtr0076497	FBpp0076225
FBgn0001230	FBtr0084589	FBpp0083974
FBgn0001233	FBtr0073040	FBpp0072904
FBgn0001233	FBtr0332873	FBpp0305095
FBgn0001234	FBtr0084057	
FBgn0001234	FBtr0084058	
FBgn0001234	FBtr0084059	
FBgn0001234	FBtr0309958	
FBgn0001234	FBtr0332373	
FBgn0001234	FBtr0334316	
FBgn0001234	FBtr0346801	
FBgn0001235	FBtr0082255	FBpp0081732
FBgn0001235	FBtr0082256	FBpp0081733
FBgn0001235	FBtr0100454	FBpp0099878
FBgn0001235	FBtr0100455	FBpp0099879
FBgn0001235	FBtr0344145	FBpp0310558
FBgn0001247	FBtr0273273	FBpp0271781
FBgn0001248	FBtr0076667	FBpp0076390
FBgn0001248	FBtr0076668	FBpp0076391
FBgn0001248	FBtr0076669	FBpp0076392
FBgn0001248	FBtr0076670	FBpp0076393
FBgn0001248	FBtr0076671	FBpp0076394
FBgn0001248	FBtr0076673	FBpp0076396
FBgn0001248	FBtr0114548	FBpp0113040
FBgn0001248	FBtr0114549	FBpp0113041
FBgn0001248	FBtr0333058	FBpp0305272
FBgn0001250	FBtr0074357	FBpp0074131
FBgn0001250	FBtr0301352	FBpp0290566
FBgn0001250	FBtr0301353	FBpp0290567
FBgn0001250	FBtr0301354	FBpp0290568
FBgn0001253	FBtr0076606	FBpp0076333
FBgn0001253	FBtr0076607	FBpp0076334
FBgn0001253	FBtr0333057	FBpp0305271
FBgn0001254	FBtr0073141	FBpp0073000
FBgn0001255	FBtr0310412	FBpp0302560
FBgn0001256	FBtr0075842	FBpp0075578
FBgn0001256	FBtr0075843	FBpp0075579
FBgn0001256	FBtr0301405	FBpp0290619
FBgn0001257	FBtr0073248	FBpp0073104
FBgn0001257	FBtr0073249	FBpp0073105
FBgn0001257	FBtr0073250	FBpp0073106
FBgn0001257	FBtr0333569	FBpp0305746
FBgn0001258	FBtr0077008	FBpp0076716
FBgn0001258	FBtr0332065	FBpp0304375
FBgn0001258	FBtr0332066	FBpp0304376
FBgn0001258	FBtr0332067	FBpp0304377
FBgn0001259	FBtr0078183	FBpp0077841
FBgn0001263	FBtr0071909	FBpp0071820
FBgn0001263	FBtr0305132	FBpp0293662
FBgn0001269	FBtr0088068	FBpp0087174
FBgn0001269	FBtr0088069	FBpp0087175
FBgn0001269	FBtr0345673	FBpp0311724
FBgn0001276	FBtr0088154	FBpp0087251
FBgn0001280	FBtr0085595	FBpp0084961
FBgn0001280	FBtr0085596	FBpp0084962
FBgn0001280	FBtr0085597	FBpp0089165
FBgn0001281	FBtr0085598	FBpp0084963
FBgn0001285	FBtr0088704	FBpp0087783
FBgn0001285	FBtr0345661	FBpp0311716
FBgn0001291	FBtr0088410	FBpp0087498
FBgn0001291	FBtr0088411	FBpp0087499
FBgn0001291	FBtr0330606	FBpp0303456
FBgn0001296	FBtr0082666	FBpp0082135
FBgn0001296	FBtr0302563	FBpp0291719
FBgn0001297	FBtr0099988	FBpp0099941
FBgn0001297	FBtr0099989	FBpp0084844
FBgn0001297	FBtr0099990	FBpp0084846
FBgn0001297	FBtr0290076	FBpp0288515
FBgn0001297	FBtr0339165	FBpp0308309
FBgn0001301	FBtr0081042	FBpp0080595
FBgn0001301	FBtr0081043	FBpp0080596
FBgn0001308	FBtr0087184	FBpp0086328
FBgn0001311	FBtr0078798	FBpp0078442
FBgn0001311	FBtr0078800	FBpp0089164
FBgn0001311	FBtr0301398	FBpp0290640
FBgn0001313	FBtr0346722	FBpp0312333
FBgn0001316	FBtr0072565	FBpp0072464
FBgn0001316	FBtr0110818	FBpp0110115
FBgn0001316	FBtr0112807	FBpp0111719
FBgn0001316	FBtr0112808	FBpp0111720
FBgn0001316	FBtr0333850	FBpp0305983
FBgn0001316	FBtr0333851	FBpp0305984
FBgn0001316	FBtr0333852	FBpp0305985
FBgn0001316	FBtr0343526	FBpp0310130
FBgn0001316	FBtr0343527	FBpp0310131
FBgn0001319	FBtr0087465	FBpp0086595
FBgn0001319	FBtr0112809	FBpp0111721
FBgn0001319	FBtr0112810	FBpp0111722
FBgn0001319	FBtr0301400	FBpp0290614
FBgn0001319	FBtr0329882	FBpp0302917
FBgn0001320	FBtr0078283	FBpp0077941
FBgn0001320	FBtr0344836	FBpp0311151
FBgn0001321	FBtr0082194	FBpp0081672
FBgn0001323	FBtr0078212	FBpp0077870
FBgn0001323	FBtr0346815	FBpp0312390
FBgn0001324	FBtr0074884	FBpp0074653
FBgn0001324	FBtr0304716	FBpp0293259
FBgn0001325	FBtr0072449	FBpp0072351
FBgn0001325	FBtr0333162	FBpp0305365
FBgn0001330	FBtr0070419	FBpp0070403
FBgn0001330	FBtr0342769	FBpp0309621
FBgn0001341	FBtr0070119	FBpp0070114
FBgn0001404	FBtr0070439	FBpp0070423
FBgn0001404	FBtr0070440	FBpp0070424
FBgn0001404	FBtr0340091	FBpp0309090
FBgn0001491	FBtr0073460	FBpp0073316
FBgn0001565	FBtr0077221	FBpp0076917
FBgn0001565	FBtr0343853	FBpp0310396
FBgn0001612	FBtr0073841	FBpp0073672
FBgn0001624	FBtr0073483	FBpp0073339
FBgn0001624	FBtr0073484	FBpp0073340
FBgn0001624	FBtr0073485	FBpp0073341
FBgn0001624	FBtr0073486	FBpp0073342
FBgn0001624	FBtr0073487	FBpp0089350
FBgn0001624	FBtr0073488	FBpp0089351
FBgn0001624	FBtr0073489	FBpp0089352
FBgn0001624	FBtr0073490	FBpp0089353
FBgn0001624	FBtr0073491	FBpp0089348
FBgn0001624	FBtr0073492	FBpp0089349
FBgn0001624	FBtr0112812	FBpp0111724
FBgn0001624	FBtr0112813	FBpp0111725
FBgn0001624	FBtr0301288	FBpp0290503
FBgn0001624	FBtr0301289	FBpp0290504
FBgn0001624	FBtr0302114	FBpp0291324
FBgn0001624	FBtr0308088	FBpp0300431
FBgn0001624	FBtr0308089	FBpp0300432
FBgn0001624	FBtr0330390	FBpp0303416
FBgn0001624	FBtr0333261	FBpp0305459
FBgn0001624	FBtr0333262	FBpp0305460
FBgn0001624	FBtr0333263	FBpp0305461
FBgn0001941	FBtr0079179	FBpp0078810
FBgn0001941	FBtr0332599	FBpp0304849
FBgn0001942	FBtr0079175	FBpp0078806
FBgn0001942	FBtr0079176	FBpp0078807
FBgn0001942	FBtr0079177	FBpp0078808
FBgn0001942	FBtr0079178	FBpp0078809
FBgn0001942	FBtr0307068	FBpp0297911
FBgn0001942	FBtr0331201	FBpp0303628
FBgn0001961	FBtr0080569	FBpp0080146
FBgn0001961	FBtr0080570	FBpp0080147
FBgn0001965	FBtr0080541	FBpp0080118
FBgn0001967	FBtr0290243	FBpp0288682
FBgn0001970	FBtr0080629	FBpp0080202
FBgn0001977	FBtr0080725	FBpp0080284
FBgn0001978	FBtr0080705	FBpp0080265
FBgn0001978	FBtr0080706	FBpp0080266
FBgn0001978	FBtr0332473	FBpp0304749
FBgn0001978	FBtr0332474	FBpp0304750
FBgn0001983	FBtr0080740	FBpp0080299
FBgn0001986	FBtr0080760	FBpp0080319
FBgn0001987	FBtr0080765	FBpp0080324
FBgn0001987	FBtr0080767	FBpp0080326
FBgn0001987	FBtr0080768	FBpp0080327
FBgn0001987	FBtr0080769	FBpp0080328
FBgn0001987	FBtr0343721	FBpp0310295
FBgn0001989	FBtr0080771	FBpp0080329
FBgn0001989	FBtr0343722	FBpp0310296
FBgn0001990	FBtr0080764	FBpp0080323
FBgn0001990	FBtr0331282	FBpp0303719
FBgn0001991	FBtr0332021	FBpp0304337
FBgn0001991	FBtr0332022	FBpp0304338
FBgn0001991	FBtr0332023	FBpp0304339
FBgn0001991	FBtr0332024	FBpp0304340
FBgn0001991	FBtr0332025	FBpp0304341
FBgn0001991	FBtr0479784	FBpp0428117
FBgn0001991	FBtr0479785	FBpp0428118
FBgn0001991	FBtr0479786	FBpp0428119
FBgn0001991	FBtr0479787	FBpp0428120
FBgn0001991	FBtr0479788	FBpp0428121
FBgn0001992	FBtr0080828	FBpp0080386
FBgn0001992	FBtr0343812	FBpp0310367
FBgn0001994	FBtr0080854	FBpp0080411
FBgn0001994	FBtr0343814	FBpp0310368
FBgn0001995	FBtr0080843	FBpp0080401
FBgn0002021	FBtr0081177	FBpp0080719
FBgn0002022	FBtr0081143	FBpp0080687
FBgn0002023	FBtr0081169	FBpp0080712
FBgn0002023	FBtr0081170	FBpp0080713
FBgn0002023	FBtr0309832	FBpp0301566
FBgn0002023	FBtr0309833	FBpp0301567
FBgn0002023	FBtr0309834	FBpp0301568
FBgn0002023	FBtr0309835	FBpp0301569
FBgn0002023	FBtr0329940	FBpp0302972
FBgn0002031	FBtr0081164	FBpp0080707
FBgn0002031	FBtr0081165	FBpp0080708
FBgn0002031	FBtr0346428	FBpp0312093
FBgn0002036	FBtr0081155	FBpp0080699
FBgn0002044	FBtr0081244	FBpp0080785
FBgn0002044	FBtr0081245	FBpp0080786
FBgn0002044	FBtr0331325	FBpp0303743
FBgn0002044	FBtr0331326	FBpp0303744
FBgn0002069	FBtr0087784	FBpp0086897
FBgn0002069	FBtr0332882	FBpp0305104
FBgn0002069	FBtr0339391	FBpp0308483
FBgn0002121	FBtr0078166	FBpp0077824
FBgn0002121	FBtr0078167	FBpp0077825
FBgn0002121	FBtr0078168	FBpp0077826
FBgn0002121	FBtr0078169	FBpp0077827
FBgn0002121	FBtr0078170	FBpp0077828
FBgn0002121	FBtr0078171	FBpp0077829
FBgn0002121	FBtr0306589	FBpp0297544
FBgn0002121	FBtr0306590	FBpp0297545
FBgn0002121	FBtr0306591	FBpp0297546
FBgn0002121	FBtr0306592	FBpp0297547
FBgn0002121	FBtr0330655	FBpp0303505
FBgn0002174	FBtr0089503	FBpp0088498
FBgn0002174	FBtr0089504	FBpp0088955
FBgn0002174	FBtr0089505	FBpp0088954
FBgn0002174	FBtr0306253	FBpp0297363
FBgn0002174	FBtr0344995	FBpp0311249
FBgn0002183	FBtr0072864	FBpp0072743
FBgn0002183	FBtr0072865	FBpp0072744
FBgn0002283	FBtr0075311	FBpp0075071
FBgn0002283	FBtr0307336	FBpp0298337
FBgn0002284	FBtr0075360	FBpp0075119
FBgn0002306	FBtr0081570	FBpp0081089
FBgn0002306	FBtr0081571	FBpp0081090
FBgn0002306	FBtr0334884	FBpp0306905
FBgn0002306	FBtr0334885	FBpp0306906
FBgn0002354	FBtr0082703	FBpp0082171
FBgn0002413	FBtr0085742	FBpp0085104
FBgn0002413	FBtr0085743	FBpp0085105
FBgn0002413	FBtr0085744	FBpp0085106
FBgn0002413	FBtr0334548	FBpp0306615
FBgn0002413	FBtr0473370	FBpp0422974
FBgn0002431	FBtr0082090	FBpp0081568
FBgn0002431	FBtr0339599	FBpp0308671
FBgn0002440	FBtr0077062	FBpp0076770
FBgn0002440	FBtr0346811	FBpp0312386
FBgn0002440	FBtr0346812	FBpp0312387
FBgn0002441	FBtr0085175	FBpp0084545
FBgn0002466	FBtr0075970	FBpp0075702
FBgn0002466	FBtr0332643	FBpp0304889
FBgn0002521	FBtr0089204	FBpp0088268
FBgn0002521	FBtr0089205	FBpp0088269
FBgn0002522	FBtr0081696	FBpp0081194
FBgn0002522	FBtr0308035	FBpp0300396
FBgn0002524	FBtr0080738	FBpp0080297
FBgn0002524	FBtr0343735	FBpp0310302
FBgn0002525	FBtr0079100	FBpp0078733
FBgn0002525	FBtr0307058	FBpp0297901
FBgn0002525	FBtr0307059	FBpp0297902
FBgn0002525	FBtr0346460	FBpp0312110
FBgn0002526	FBtr0077014	FBpp0076722
FBgn0002531	FBtr0088763	FBpp0087841
FBgn0002531	FBtr0333557	FBpp0305735
FBgn0002533	FBtr0088761	FBpp0087840
FBgn0002533	FBtr0333556	FBpp0305734
FBgn0002534	FBtr0088743	FBpp0087822
FBgn0002534	FBtr0333554	FBpp0305732
FBgn0002535	FBtr0088744	FBpp0087823
FBgn0002535	FBtr0333555	FBpp0305733
FBgn0002542	FBtr0081758	FBpp0081255
FBgn0002543	FBtr0077941	FBpp0077606
FBgn0002543	FBtr0329985	FBpp0303020
FBgn0002552	FBtr0088651	FBpp0087732
FBgn0002561	FBtr0070074	FBpp0070073
FBgn0002562	FBtr0073651	FBpp0073484
FBgn0002563	FBtr0078025	FBpp0077690
FBgn0002563	FBtr0345738	FBpp0311765
FBgn0002564	FBtr0072463	FBpp0072365
FBgn0002565	FBtr0089324	FBpp0088363
FBgn0002565	FBtr0345352	FBpp0311507
FBgn0002566	FBtr0111123	FBpp0110415
FBgn0002566	FBtr0111125	FBpp0110417
FBgn0002566	FBtr0333519	FBpp0305699
FBgn0002566	FBtr0344082	FBpp0310509
FBgn0002567	FBtr0089931	FBpp0088870
FBgn0002567	FBtr0089932	FBpp0088871
FBgn0002567	FBtr0089933	FBpp0088872
FBgn0002567	FBtr0089934	FBpp0088873
FBgn0002567	FBtr0339369	FBpp0308460
FBgn0002567	FBtr0346635	FBpp0312215
FBgn0002567	FBtr0346636	FBpp0312216
FBgn0002569	FBtr0088747	FBpp0087826
FBgn0002570	FBtr0088759	FBpp0087838
FBgn0002571	FBtr0088758	FBpp0087837
FBgn0002573	FBtr0075862	FBpp0075596
FBgn0002576	FBtr0071320	FBpp0071255
FBgn0002576	FBtr0112814	FBpp0111726
FBgn0002577	FBtr0073555	FBpp0073400
FBgn0002578	FBtr0084957	FBpp0084331
FBgn0002578	FBtr0310083	FBpp0301783
FBgn0002579	FBtr0070155	FBpp0070150
FBgn0002579	FBtr0070156	FBpp0070151
FBgn0002579	FBtr0070157	FBpp0070152
FBgn0002579	FBtr0070158	FBpp0070153
FBgn0002579	FBtr0345321	FBpp0311481
FBgn0002590	FBtr0074406	FBpp0074180
FBgn0002590	FBtr0343292	FBpp0309957
FBgn0002590	FBtr0343293	FBpp0309958
FBgn0002590	FBtr0345132	FBpp0311353
